time,X_sp3,Y_sp3,Z_sp3,X_nav,Y_nav,Z_nav,dX,dY,dZ,d3d
2021-09-15 04:10:00+00:00,-4151970.859,15657960.729,20852840.005999997,-4151970.143515681,15657960.496699417,20852839.24288598,-0.715484319254756,0.23230058327317238,0.7631140165030956,1.0715523198948265
2021-09-15 04:15:00+00:00,-4795824.671,15163143.65,21082098.292,-4795823.918565961,15163143.454734996,21082097.56272458,-0.7524340394884348,0.19526500441133976,0.7292754203081131,1.0658930736214673
2021-09-15 04:20:00+00:00,-5454150.165,14674543.084,21270297.05,-5454149.376146584,14674542.922732336,21270296.352983557,-0.7888534162193537,0.16126766428351402,0.6970164440572262,1.0649548793778003
2021-09-15 04:25:00+00:00,-6125682.318999999,14193491.115999999,21417082.398,-6125681.496225558,14193490.9841282,21417081.729046356,-0.8227744409814477,0.13187179900705814,0.6689536422491074,1.0685723782617809
2021-09-15 04:30:00+00:00,-6809081.08,13721252.044000002,21522182.597,-6809080.226102294,13721251.933996841,21522181.95372227,-0.8538977056741714,0.1100031603127718,0.6432777307927608,1.074731699527047
2021-09-15 04:35:00+00:00,-7502936.546,13259017.256,21585408.503,-7502935.664810323,13259017.160958119,21585407.880674947,-0.8811896769329906,0.09504188038408756,0.6223250515758991,1.0829666087092238
2021-09-15 04:40:00+00:00,-8205774.466000001,12807900.467,21606653.824,-8205773.562162471,12807900.377630195,21606653.218334015,-0.9038375299423933,0.08936980552971363,0.6056659854948521,1.0916686899688184
2021-09-15 04:45:00+00:00,-8916062.03,12368933.311999999,21585895.208,-8916061.107067946,12368933.220447242,21585894.61463735,-0.9229320529848337,0.09155275672674179,0.5933626517653465,1.1010289361325023
2021-09-15 04:50:00+00:00,-9632213.915000001,11943061.342,21523192.148,-9632212.978472928,11943061.237830972,21523191.5634509,-0.9365270733833313,0.10416902787983418,0.5845490992069244,1.1088876385518076
2021-09-15 04:55:00+00:00,-10352598.576,11531140.41,21418686.713,-10352597.631138917,11531140.283789456,21418686.134001862,-0.9448610823601484,0.1262105442583561,0.5789981372654438,1.1153162822256453
2021-09-15 05:00:00+00:00,-11075544.737,11133933.488999998,21272603.102,-11075543.787477218,11133933.332031468,21272602.525135666,-0.9495227821171284,0.15696853026747704,0.5768643356859684,1.1220539626239896
2021-09-15 05:05:00+00:00,-11799348.055,10752107.918,21085247.022,-11799347.105815027,10752107.723635623,21085246.446668245,-0.9491849727928638,0.19436437636613846,0.5753317549824715,1.126825741482328
2021-09-15 05:10:00+00:00,-12522277.939,10386233.097000001,20857004.906,-12522276.994772967,10386232.859218245,20857004.330548476,-0.9442270323634148,0.23778175562620163,0.575451523065567,1.1310390388280063
2021-09-15 05:15:00+00:00,-13242584.478999998,10036778.629,20588342.949,-13242583.542893771,10036778.34441006,20588342.37497115,-0.9361062273383141,0.28458994068205357,0.5740288496017456,1.1343700557463994
2021-09-15 05:20:00+00:00,-13958505.456999999,9704112.927,20279805.994999997,-13958504.53227629,9704112.595291179,20279805.42498697,-0.9247237090021372,0.3317088205367327,0.570013027638197,1.1358078760467387
2021-09-15 05:25:00+00:00,-14668273.416,9388502.284,19932016.253999997,-14668272.50473617,9388501.908261113,19932015.69354063,-0.9112638290971518,0.375738887116313,0.5604593679308891,1.1338854354006405
2021-09-15 05:30:00+00:00,-15370122.745000001,9090110.409,19545671.869999997,-15370121.848936096,9090109.996644318,19545671.327231433,-0.8960639052093029,0.41235568188130856,0.5427685640752316,1.1258620895771534
2021-09-15 05:35:00+00:00,-16062296.757,8808998.431,19121545.334999997,-16062295.87700336,8808997.994162664,19121544.82143064,-0.8799966387450695,0.43683733604848385,0.5135693587362766,1.1085911909271817
2021-09-15 05:40:00+00:00,-16743054.725000001,8545125.367,18660481.759999998,-16743053.859374493,8545124.923259173,18660481.289706256,-0.8656255081295967,0.44374082796275616,0.4702937416732311,1.0804580723853667
2021-09-15 05:45:00+00:00,-17410678.839,8298349.050999999,18163397.003,-17410677.98697586,8298348.6241398705,18163396.59279819,-0.8520241416990757,0.42686012852936983,0.4102018103003502,1.0375067385515342
2021-09-15 05:50:00+00:00,-18063481.071999997,8068427.518999999,17631275.661,-18063480.23036212,8068427.138320658,17631275.332653705,-0.8416378758847713,0.3806793410331011,0.32834629341959953,0.9803480826806444
2021-09-15 05:55:00+00:00,-18699809.902000003,7855020.836,17065168.94,-18699809.066081695,7855020.538442304,17065168.71727579,-0.8359183073043823,0.29755769576877356,0.22272421047091484,0.9148257062018634
2021-09-15 06:00:00+00:00,-19318056.878,7657693.364,16466192.39,-19318055.38033905,7657693.493821047,16466192.626420002,-1.4976609498262405,-0.1298210471868515,-0.23642000183463097,1.5217543304339942
2021-09-15 06:05:00+00:00,-19916662.993,7475916.4520000005,15835523.536999999,-19916661.497075,7475916.547806591,15835523.775777992,-1.4959250018000603,-0.0958065902814269,-0.23877799324691296,1.5178884820074519
2021-09-15 06:10:00+00:00,-20494124.845,7309071.535,15174399.39,-20494123.37195163,7309071.583448234,15174399.616291778,-1.4730483703315258,-0.04844823386520147,-0.22629177756607533,1.4911159248344963
2021-09-15 06:15:00+00:00,-21049000.553000003,7156453.629,14484113.857,-21048999.120893665,7156453.618414116,14484114.054974245,-1.432106338441372,0.010585883632302284,-0.19797424413263798,1.4457643054371343
2021-09-15 06:20:00+00:00,-21579915.400000002,7017275.203,13766015.051,-21579914.02673648,7017275.122767042,13766015.207307827,-1.3732635229825974,0.08023295737802982,-0.15630782581865788,1.3844573548565355
2021-09-15 06:25:00+00:00,-22085567.196,6890670.404,13021502.516,-22085565.896930162,6890670.248458556,13021502.618262386,-1.2990698367357254,0.1555414441972971,-0.10226238518953323,1.312338819438112
2021-09-15 06:30:00+00:00,-22564731.321,6775699.633,12252024.36,-22564730.108838,6775699.3966905065,12252024.399063613,-1.2121619991958141,0.23630949389189482,-0.03906361386179924,1.235598986372917
2021-09-15 06:35:00+00:00,-23016265.437999997,6671354.421,11459074.319,-23016264.32228971,6671354.101487542,11459074.28651173,-1.115710288286209,0.31951245851814747,0.0324882697314024,1.1610138441061533
2021-09-15 06:40:00+00:00,-23439113.854,6576562.608,10644188.739,-23439112.840637617,6576562.206595699,10644188.631676892,-1.013362381607294,0.4014043007045984,0.10732310824096203,1.0952383204779936
2021-09-15 06:45:00+00:00,-23832311.509999998,6490193.790999999,9808943.507,-23832310.60321582,6490193.311708536,9808943.324803988,-0.906784176826477,0.4792914632707834,0.18219601176679134,1.0417164858112042
2021-09-15 06:50:00+00:00,-24194987.593999997,6411065.013,8954950.916,-24194986.793809842,6411064.463029137,8954950.663245855,-0.8001901544630527,0.5499708633869886,0.2527541443705559,1.0033229247708464
2021-09-15 06:55:00+00:00,-24526368.748,6337946.673,8083856.486,-24526368.051499836,6337946.062299574,8083856.169211603,-0.6965001635253429,0.6107004266232252,0.31678839679807425,0.9789904888274006
2021-09-15 07:00:00+00:00,-24825781.871,6269568.628,7197335.731,-24825781.272033375,6269567.967680366,7197335.364066681,-0.5989666245877743,0.6603196337819099,0.36693331878632307,0.9640659192002862
2021-09-15 07:05:00+00:00,-25092656.501000002,6204626.4520000005,6297090.907,-25092655.98970688,6204625.759232716,6297090.505855168,-0.5112931206822395,0.6927672848105431,0.40114483144134283,0.9498759613511959
2021-09-15 07:10:00+00:00,-25326526.768,6141787.85,5384847.711,-25326526.331579838,6141787.141251852,5384847.296632817,-0.43642016127705574,0.7087481478229165,0.41436718311160803,0.9297777458357211
2021-09-15 07:15:00+00:00,-25527032.915,6079699.1559999995,4462351.966999999,-25527032.537702885,6079698.453318486,4462351.566103463,-0.3772971145808697,0.7026815135031939,0.40089653618633747,0.892654723180465
2021-09-15 07:20:00+00:00,-25693922.379,6016991.937,3531366.295,-25693922.04290365,6016991.2616773285,3531365.9379435005,-0.3360963501036167,0.6753226714208722,0.35705649945884943,0.834572232280588
2021-09-15 07:25:00+00:00,-25827050.432,5952289.625,2593666.764,-25827050.117533505,5952289.00241326,2593666.4850780065,-0.3144664950668812,0.62258674018085,0.27892199344933033,0.7511996432363466
2021-09-15 07:30:00+00:00,-25926380.382,5884214.191,1651039.542,-25926380.06642659,5884213.647880529,1651039.380042256,-0.31557340919971466,0.5431194705888629,0.16195774381048977,0.6486876341559483
2021-09-15 07:35:00+00:00,-25991983.327999998,5811392.802999999,705277.551,-25991982.98715369,5811392.367937027,705277.5464226544,-0.34084630757570267,0.43506297282874584,0.004577345564030111,0.5526996904350401
2021-09-15 07:40:00+00:00,-26024037.481,5732464.457,-241822.88199999998,-26024037.09045807,5732464.15775329,-241822.682776399,-0.3905419297516346,0.29924671072512865,-0.1992236009973567,0.5308122417279895
2021-09-15 07:45:00+00:00,-26022827.055,5646086.5370000005,-1188465.343,-26022826.587534238,5646086.404290405,-1188464.8941469882,-0.46746576204895973,0.132709595374763,-0.44885301194153726,0.6615172724287234
2021-09-15 07:50:00+00:00,-25988740.720999997,5550941.299,-2132856.654,-25988740.150545575,5550941.3639758285,-2132855.9047406646,-0.5704544223845005,-0.06497582886368036,-0.7492593354545534,0.9439436731714215
2021-09-15 07:55:00+00:00,-25922269.655,5445742.232,-3073210.15,-25922268.954467207,5445742.524644932,-3073209.0494097667,-0.7005327939987183,-0.2926449319347739,-1.1005902332253754,1.337043796263176
2021-09-15 08:00:00+00:00,-25824005.167,5329240.274,-4007748.944,-25824004.606395174,5329240.215969467,-4007748.397572235,-0.5606048256158829,0.058030533604323864,-0.546427764929831,0.7850023029395695
2021-09-15 08:05:00+00:00,-25694635.939,5200229.87,-4934709.149,-25694635.43620853,5200229.8467144715,-4934708.577857994,-0.5027914680540562,0.023285528644919395,-0.5711420066654682,0.761278311769148
2021-09-15 08:10:00+00:00,-25534944.872,5057554.825999999,-5852343.065,-25534944.42537328,5057554.837301008,-5852342.472649867,-0.4466267228126526,-0.011301008984446526,-0.5923501336947083,0.7419446227465871
2021-09-15 08:15:00+00:00,-25345805.571000002,4900113.959,-6758922.322000001,-25345805.175350722,4900114.002344386,-6758921.712119742,-0.3956492803990841,-0.04334438592195511,-0.6098802583292127,0.7282657608119247
2021-09-15 08:20:00+00:00,-25128178.464,4726866.495,-7652740.975,-25128178.11394534,4726866.569348732,-7652740.351314352,-0.35005466267466545,-0.07434873189777136,-0.6236856477335095,0.7190617414268734
2021-09-15 08:25:00+00:00,-24883106.593000002,4536837.221,-8532118.547,-24883106.28271955,4536837.32296658,-8532117.913057003,-0.3102804534137249,-0.10196658037602901,-0.6339429970830679,0.713130329487444
2021-09-15 08:30:00+00:00,-24611711.084,4329121.341,-9395403.015,-24611710.80485106,4329121.467956015,-9395402.374466397,-0.2791489399969578,-0.12695601489394903,-0.6405336037278175,0.7101586146233266
2021-09-15 08:35:00+00:00,-24315186.309,4102889.0439999998,-10240973.738,-24315186.05284331,4102889.1914478773,-10240973.093059683,-0.25615669041872025,-0.14744787756353617,-0.6449403166770935,0.7094400177039728
2021-09-15 08:40:00+00:00,-23994794.779,3857389.7419999996,-11067244.315,-23994794.536581267,3857389.9064049125,-11067243.66856339,-0.24241873249411583,-0.16440491285175085,-0.6464366093277931,0.7097014211011975
2021-09-15 08:45:00+00:00,-23651861.77,3591955.981,-11872665.383,-23651861.53322106,3591956.159487454,-11872664.736709548,-0.23677894100546837,-0.17848745407536626,-0.6462904512882233,0.7110649658029232
2021-09-15 08:50:00+00:00,-23287769.721,3306007.0,-12655727.334999999,-23287769.48131144,3306007.1879219757,-12655726.69144151,-0.23968856036663055,-0.18792197573930025,-0.6435584891587496,0.7119921375301012
2021-09-15 08:55:00+00:00,-22903952.412,2999051.9159999997,-13414962.973,-22903952.16236774,2999052.1113925762,-13414962.33209741,-0.24963226169347763,-0.1953925765119493,-0.6409025900065899,0.715017940272364
2021-09-15 09:00:00+00:00,-22501888.958,2670692.545,-14148950.07,-22501888.693849776,2670692.7464483744,-14148949.432275768,-0.2641502246260643,-0.20144837442785501,-0.637724231928587,0.7190611828756519
2021-09-15 09:05:00+00:00,-22083097.64,2320625.826,-14856313.862000002,-22083097.35813684,2320626.0324182436,-14856313.227219345,-0.28186316043138504,-0.20641824370250106,-0.6347806565463543,0.7245700894095853
2021-09-15 09:10:00+00:00,-21649129.593000002,1948645.846,-15535729.449000001,-21649129.292641822,1948646.0593612865,-15535728.816678317,-0.3003581799566746,-0.21336128655821085,-0.6323216836899519,0.7318256530985755
2021-09-15 09:15:00+00:00,-21201562.383,1554645.4679999999,-16185924.11,-21201562.06666239,1554645.6901402492,-16185923.480333198,-0.31633761152625084,-0.22214024933055043,-0.6296668015420437,0.7388477893334727
2021-09-15 09:20:00+00:00,-20741993.496999998,1138617.533,-16805679.531000003,-20741993.17093143,1138617.7702815328,-16805678.902971115,-0.32606856897473335,-0.23728153272531927,-0.6280288882553577,0.7463534832296074
2021-09-15 09:25:00+00:00,-20272033.774,700655.661,-17393833.933000002,-20272033.44609799,700655.9208847173,-17393833.306715928,-0.32790201157331467,-0.25988471729215235,-0.6262840740382671,0.7531875841182047
2021-09-15 09:30:00+00:00,-19793300.792999998,240954.619,-17949284.111,-19793300.476547457,240954.91144475713,-17949283.48771456,-0.3164525404572487,-0.2924447571276687,-0.6232854425907135,0.7577274505247975
2021-09-15 09:35:00+00:00,-19307412.264,-240189.728,-18470987.375,-19307411.976053044,-240189.388935579,-18470986.754776884,-0.287946954369545,-0.3390644210157916,-0.6202231161296368,0.763252804718743
2021-09-15 09:40:00+00:00,-18815979.43,-742380.885,-18957963.382000003,-18815979.191740982,-742380.4818556327,-18957962.76755846,-0.23825901746749878,-0.4031443672720343,-0.6144415438175201,0.7725484781142243
2021-09-15 09:45:00+00:00,-18320600.516999997,-1265122.617,-19409295.876,-18320600.352750815,-1265122.129754588,-19409295.271959756,-0.16424918174743652,-0.48724541207775474,-0.6040402427315712,0.7932531122754822
2021-09-15 09:50:00+00:00,-17822854.25,-1807820.257,-19824134.319000002,-17822854.189778864,-1807819.6625803858,-19824133.73049815,-0.06022113561630249,-0.5944196141790599,-0.5885018520057201,0.8386272668533155
2021-09-15 09:55:00+00:00,-17324293.476,-2369782.4260000004,-20201695.41,-17324293.55140869,-2369781.6961101796,-20201694.8454861,0.0754086896777153,-0.7298898207955062,-0.5645138993859291,0.9257977984310143
2021-09-15 10:00:00+00:00,-16826438.895,-2950223.151,-20541264.503,-16826438.975683324,-2950222.3573685046,-20541263.838418595,0.08068332448601723,-0.7936314954422414,-0.6645814031362534,1.03828184555185
2021-09-15 10:05:00+00:00,-16330772.952,-3548264.392,-20842196.908999998,-16330773.022869635,-3548263.5866359985,-20842196.26584508,0.07086963579058647,-0.8053640015423298,-0.6431549191474915,1.0330933792649049
2021-09-15 10:10:00+00:00,-15838733.893000001,-4162938.9440000006,-21103919.081,-15838733.952542875,-4162938.132513644,-21103918.464175146,0.05954287387430668,-0.8114863564260304,-0.6168248541653156,1.0210427812833647
2021-09-15 10:15:00+00:00,-15351710.018,-4793193.728,-21325929.695,-15351710.066350432,-4793192.913903917,-21325929.108022667,0.04835043288767338,-0.8140960829332471,-0.5869773328304291,1.0048047501203436
2021-09-15 10:20:00+00:00,-14871034.155,-5437893.436000001,-21507800.603,-14871034.193389721,-5437892.622118723,-21507800.04899154,0.038389721885323524,-0.8138812780380249,-0.554008461534977,0.9852927894486965
2021-09-15 10:25:00+00:00,-14397978.374,-6095824.534,-21649177.671,-14397978.404201804,-6095823.720478203,-21649177.15430856,0.030201803892850876,-0.8135217968374491,-0.5166914388537407,0.9642094719887182
2021-09-15 10:30:00+00:00,-13933748.962,-6765699.592,-21749781.502,-13933748.9875423,-6765698.778989672,-21749781.025098603,0.025542300194501877,-0.8130103284493089,-0.4769013971090317,0.9429067535175604
2021-09-15 10:35:00+00:00,-13479481.685,-7446161.942,-21809408.026,-13479481.710443674,-7446161.127528067,-21809407.592703175,0.025443673133850098,-0.8144719330593944,-0.4332968257367611,0.9229073894154288
2021-09-15 10:40:00+00:00,-13036237.351,-8135790.629,-21827928.979,-13036237.381044278,-8135789.809665196,-21827928.591520548,0.030044278129935265,-0.8193348040804267,-0.3874794505536556,0.906836536773427
2021-09-15 10:45:00+00:00,-12604997.693,-8833105.645,-21805292.246,-12604997.732548047,-8833104.818075161,-21805291.906926848,0.03954804688692093,-0.8269248381257057,-0.33907315135002136,0.8946168665346239
2021-09-15 10:50:00+00:00,-12186661.592,-9536573.431,-21741522.084,-12186661.645493168,-9536572.591288805,-21741521.796923842,0.05349316820502281,-0.839711194857955,-0.2870761565864086,0.8890383172253091
2021-09-15 10:55:00+00:00,-11782041.650999999,-10244612.608,-21636719.22,-11782041.724256832,-10244611.75047316,-21636718.986252442,0.0732568334788084,-0.8575268387794495,-0.23374755680561066,0.8918277654295195
2021-09-15 11:00:00+00:00,-11391861.145000001,-10955599.936,-21491060.811,-11391861.242402934,-10955599.053889718,-21491060.631810393,0.09740293212234974,-0.8821102827787399,-0.17918960750102997,0.9053810234406245
2021-09-15 11:05:00+00:00,-11016751.345,-11667876.457,-21304800.281,-11016751.470099943,-11667875.545730108,-21304800.1583212,0.12509994208812714,-0.9112698920071125,-0.12267879769206047,0.9279616904766471
2021-09-15 11:10:00+00:00,-10657249.239999998,-12379753.822,-21078267.027999997,-10657249.395395163,-12379752.875153188,-21078266.963318184,0.15539516508579254,-0.9468468129634857,-0.06468181312084198,0.9616913649917787
2021-09-15 11:15:00+00:00,-10313795.662,-13089520.748000002,-20811865.998,-10313795.849635538,-13089519.760551244,-20811865.99063461,0.18763553723692894,-0.9874487575143576,-0.007365390658378601,1.005144960953588
2021-09-15 11:20:00+00:00,-9986733.826,-13795449.605,-20506077.121999998,-9986734.045779414,-13795448.573360924,-20506077.171728205,0.21977941505610943,-1.031639076769352,0.04972820729017258,1.0559616804601484
